time,r,r_dot,theta,theta_dot,is_private
2.899999916553497314e-01,1.052098035812377930e+00,-2.387240063399076462e-03,1.822442650794982910e+00,6.288520336151123047e+00,0.000000000000000000e+00
2.999999821186065674e-01,1.052075862884521484e+00,-2.010727301239967346e-03,1.885330677032470703e+00,6.289110660552978516e+00,0.000000000000000000e+00
3.100000023841857910e-01,1.052057862281799316e+00,-1.646605669520795345e-03,1.948225021362304688e+00,6.289719104766845703e+00,0.000000000000000000e+00
3.199999928474426270e-01,1.052043318748474121e+00,-1.299589988775551319e-03,2.011125087738037109e+00,6.290340423583984375e+00,0.000000000000000000e+00
3.299999833106994629e-01,1.052032232284545898e+00,-9.739122469909489155e-04,2.074032068252563477e+00,6.290972232818603516e+00,0.000000000000000000e+00
3.400000035762786865e-01,1.052024364471435547e+00,-6.733253248967230320e-04,2.136945247650146484e+00,6.291607379913330078e+00,0.000000000000000000e+00
3.499999940395355225e-01,1.052019357681274414e+00,-4.011044802609831095e-04,2.199864864349365234e+00,6.292242527008056641e+00,0.000000000000000000e+00
3.599999845027923584e-01,1.052017211914062500e+00,-1.600426767254248261e-04,2.262790679931640625e+00,6.292871475219726562e+00,0.000000000000000000e+00
3.700000047683715820e-01,1.052014589309692383e+00,4.776275454787537456e-05,2.325721025466918945e+00,6.293477535247802734e+00,0.000000000000000000e+00
3.799999952316284180e-01,1.052015900611877441e+00,2.210860548075288534e-04,2.388659000396728516e+00,6.294072151184082031e+00,0.000000000000000000e+00
3.899999856948852539e-01,1.052018761634826660e+00,3.592613502405583858e-04,2.451602458953857422e+00,6.294643878936767578e+00,0.000000000000000000e+00
3.999999761581420898e-01,1.052022933959960938e+00,4.622644628398120403e-04,2.514551639556884766e+00,6.295185565948486328e+00,0.000000000000000000e+00
4.099999964237213135e-01,1.052027821540832520e+00,5.307130049914121628e-04,2.577506303787231445e+00,6.295693874359130859e+00,0.000000000000000000e+00
4.199999868869781494e-01,1.052033066749572754e+00,5.658663576468825340e-04,2.640465974807739258e+00,6.296162128448486328e+00,0.000000000000000000e+00
4.299999773502349854e-01,1.052038669586181641e+00,5.696261068806052208e-04,2.703430175781250000e+00,6.296586990356445312e+00,0.000000000000000000e+00
4.399999976158142090e-01,1.052043914794921875e+00,5.445354618132114410e-04,2.766399145126342773e+00,6.296964645385742188e+00,0.000000000000000000e+00
4.499999880790710449e-01,1.052048683166503906e+00,4.937803023494780064e-04,2.829371452331542969e+00,6.297290802001953125e+00,0.000000000000000000e+00
4.599999785423278809e-01,1.052054524421691895e+00,4.209126345813274384e-04,2.892342567443847656e+00,6.297560691833496094e+00,0.000000000000000000e+00
4.699999988079071045e-01,1.052058219909667969e+00,3.299303934909403324e-04,2.955319404602050781e+00,6.297773361206054688e+00,0.000000000000000000e+00
4.799999892711639404e-01,1.052061080932617188e+00,2.253082930110394955e-04,3.018297910690307617e+00,6.297926902770996094e+00,0.000000000000000000e+00
4.899999797344207764e-01,1.052062749862670898e+00,1.115733466576784849e-04,3.081277370452880859e+00,6.298017501831054688e+00,0.000000000000000000e+00
5.000000000000000000e-01,1.052063107490539551e+00,-6.692742317682132125e-06,3.144257307052612305e+00,6.298045635223388672e+00,0.000000000000000000e+00
5.099999904632568359e-01,1.052062511444091797e+00,-1.248527405550703406e-04,3.207237005233764648e+00,6.298011302947998047e+00,0.000000000000000000e+00
5.199999809265136719e-01,1.052060842514038086e+00,-2.382157399551942945e-04,3.270215988159179688e+00,6.297913074493408203e+00,0.000000000000000000e+00
5.299999713897705078e-01,1.052057862281799316e+00,-3.420360444579273462e-04,3.333193302154541016e+00,6.297753810882568359e+00,0.000000000000000000e+00
5.399999618530273438e-01,1.052054047584533691e+00,-4.315964179113507271e-04,3.396173000335693359e+00,6.297541141510009766e+00,0.000000000000000000e+00
5.500000119209289551e-01,1.052049398422241211e+00,-5.027902661822736263e-04,3.459147453308105469e+00,6.297266483306884766e+00,0.000000000000000000e+00
5.600000023841857910e-01,1.052044034004211426e+00,-5.515200900845229626e-04,3.522118568420410156e+00,6.296936511993408203e+00,0.000000000000000000e+00
5.699999928474426270e-01,1.052038431167602539e+00,-5.741646164096891880e-04,3.585086107254028320e+00,6.296555995941162109e+00,0.000000000000000000e+00
5.799999833106994629e-01,1.052032470703125000e+00,-5.677029257640242577e-04,3.648049592971801758e+00,6.296128273010253906e+00,0.000000000000000000e+00
5.899999737739562988e-01,1.052026987075805664e+00,-5.297141615301370621e-04,3.711008071899414062e+00,6.295655727386474609e+00,0.000000000000000000e+00
5.999999642372131348e-01,1.052022099494934082e+00,-4.583781119436025620e-04,3.773962020874023438e+00,6.295145511627197266e+00,0.000000000000000000e+00
6.100000143051147461e-01,1.052017927169799805e+00,-3.524740459397435188e-04,3.836910963058471680e+00,6.294600009918212891e+00,0.000000000000000000e+00
6.200000047683715820e-01,1.052014946937561035e+00,-2.113839727826416492e-04,3.899853944778442383e+00,6.294027805328369141e+00,0.000000000000000000e+00
